fpl_id,review_id,Name,Pos,Value,30_Pts,30_xMins,31_Pts,31_xMins,32_Pts,32_xMins,33_Pts,33_xMins,34_Pts,34_xMins,35_Pts,35_xMins,36_Pts,36_xMins,Team
690,690,Baleba,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
741,741,O’Mahony,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
742,742,Baker-Boaitey,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
747,747,Duffus,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
755,755,Barrington,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
786,786,Peupion,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Brighton
816,816,Barco,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Brighton
156,156,Agyei,M,4.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Burnley
158,158,Bastien,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Burnley
159,159,Benson,M,5.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Burnley
162,162,Churlinov,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Burnley
163,163,Cork,M,4.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Burnley
164,164,Costelloe,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Burnley
166,166,Egan-Riley,D,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Burnley
169,169,Franchi,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Burnley
171,171,McNally,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Burnley
172,172,Muric,G,4.3,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Burnley
174,174,Obafemi,F,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Burnley
175,175,Peacock-Farrell,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Burnley
176,176,Roberts,D,4.3,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Burnley
179,179,Thomas,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Burnley
180,180,Twine,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Burnley
181,181,Vigouroux,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Burnley
608,608,Bruun Larsen,M,4.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Burnley
622,622,Dodgson,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Burnley
675,675,A.Ramsey,M,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Burnley
694,694,Massengo,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Burnley
706,706,M.Trésor,M,5.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Burnley
806,806,Estève,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Burnley
145,145,Sanchez,G,4.5,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Chelsea
185,185,Ampadu,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Chelsea
186,186,Andrey,M,4.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
187,187,Arrizabalaga,G,5.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Chelsea
188,188,Aubameyang,F,6.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
189,189,Azpilicueta,D,4.5,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Chelsea
190,190,Baba,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Chelsea
192,192,Bettinelli,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Chelsea
207,207,Lukaku,F,6.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
213,213,Pulisic,M,5.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
215,215,Slonina,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Chelsea
218,218,Ziyech,M,5.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
589,589,Ângelo,M,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
613,613,Ugochukwu,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
659,659,Bergström,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Chelsea
671,671,Humphreys,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Chelsea
677,677,Deivid,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
680,680,Beach,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Chelsea
681,681,Diego Moreira,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
717,717,Stutter,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
718,718,Matos,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
758,758,Castledine,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
791,791,Casadei,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
819,819,Samuels-Smith,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Chelsea
820,820,Harrison,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
830,830,Tauriainen,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Chelsea
838,838,Acheampong,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Chelsea
219,219,Ahamada,M,4.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Crystal Palace
223,223,C.Doucouré,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Crystal Palace
224,224,Ebiowei,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Crystal Palace
227,227,Guaita,G,4.4,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Crystal Palace
233,233,Matthews,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Crystal Palace
235,235,O'Brien,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Crystal Palace
239,239,Riedewald,M,4.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Crystal Palace
243,243,Whitworth,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Crystal Palace
385,385,Henderson,G,4.4,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Crystal Palace
615,615,Matheus França,M,4.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Crystal Palace
657,657,Rak-Sakyi,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Crystal Palace
658,658,Gordon,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Crystal Palace
720,720,Ola-Adebomi,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Crystal Palace
721,721,Ozoh,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Crystal Palace
724,724,Raymond,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Crystal Palace
763,763,Adaramola,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Crystal Palace
821,821,Umeh-Chibueze,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Crystal Palace
825,825,Rodney,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Crystal Palace
244,244,André Gomes,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Everton
248,248,Dele,M,4.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Everton
251,251,Gbamin,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Everton
253,253,Gray,M,5.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Everton
264,264,Simms,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Everton
266,266,J.Virginia,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Everton
579,579,Lonergan,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Everton
624,624,Dobbin,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Everton
645,645,Y. Chermiti,F,4.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Everton
649,649,Cannon,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Everton
650,650,Onyango,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Everton
719,719,Hunt,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Everton
760,760,Metcalfe,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Everton
761,761,Campbell,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Everton
269,269,I.Cavaleiro,M,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Fulham
272,272,Francois,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Fulham
273,273,Knockaert,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Fulham
274,274,Kongolo,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Fulham
277,277,Mbabu,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Fulham
278,278,Mitrović,F,7.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Fulham
284,284,Rodák,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Fulham
625,625,De Fougerolles,D,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Fulham
651,651,Stansfield,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Fulham
652,652,Dibley-Dias,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Fulham
683,683,Harris,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Fulham
692,692,Benda,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Fulham
707,707,Ballo-Touré,D,4.5,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Fulham
732,732,Tanton,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Fulham
796,796,Sekularac,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Fulham
810,810,King,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Fulham
289,289,Adrián,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Liverpool
292,292,Bajcetic,M,4.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Liverpool
296,296,Fabinho,M,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Liverpool
299,299,Henderson,M,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Liverpool
301,301,Kelleher,G,3.8,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Liverpool
305,305,Matip,D,4.8,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Liverpool
306,306,Phillips,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Liverpool
312,312,Van den Berg,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Liverpool
627,627,Clark,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Liverpool
628,628,Doak,M,4.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Liverpool
629,629,McConnell,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Liverpool
726,726,Chambers,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Liverpool
743,743,Nyoni,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Liverpool
756,756,Pitaluga,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Liverpool
782,782,Beck,D,4.5,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Liverpool
783,783,Gordon,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Liverpool
812,812,Koumas,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Liverpool
813,813,Mrozek,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Liverpool
824,824,Danns,F,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Liverpool
837,837,Nallo,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Liverpool
315,315,Andersen,D,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Luton
317,317,Berry,M,4.6,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
319,319,Campbell,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
322,322,Freeman,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
323,323,Macey,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Luton
325,325,Mendes,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
327,327,Muskwe,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
329,329,Onyedinma,M,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
331,331,Pepple,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
332,332,Pereira,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
334,334,Rea,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
335,335,Shea,G,4.3,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Luton
336,336,Taylor,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
337,337,Thorpe,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
338,338,Walton,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Luton
339,339,Watson,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
340,340,Woodrow,F,4.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
553,553,Giles,D,4.2,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Luton
575,575,Lockyer,D,4.2,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Luton
648,648,Francis-Clarke,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Luton
665,665,Krul,G,4.4,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Luton
729,729,Luker,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
734,734,Nelson,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
831,831,Piesold,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
839,839,Martins,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Luton
346,346,Cancelo,D,5.8,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man City
347,347,Carson,G,3.8,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man City
348,348,Charles,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man City
357,357,Laporte,D,4.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man City
359,359,Mahrez,M,7.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man City
361,361,Ortega Moreno,G,3.7,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man City
363,363,Perrone,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man City
367,367,Steffen,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man City
762,762,Susoho,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man City
771,771,Hamilton,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man City
814,814,Wright,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man City
370,370,Alex Telles,D,4.5,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man Utd
371,371,Amad,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man Utd
374,374,B.Williams,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man Utd
375,375,Bailly,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man Utd
380,380,Fernandez,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man Utd
381,381,Fred,M,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man Utd
383,383,Hannibal,M,4.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man Utd
384,384,Heaton,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man Utd
394,394,Pellistri,M,4.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man Utd
398,398,Shaw,D,5.2,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man Utd
399,399,Shoretire,F,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man Utd
632,632,Forson,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man Utd
669,669,Vítek,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man Utd
685,685,Gore,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man Utd
695,695,Altay,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man Utd
748,748,Hugill,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man Utd
768,768,Bennett,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man Utd
826,826,Collyer,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Man Utd
833,833,Ogunneye,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man Utd
835,835,Mee,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Man Utd
404,404,Ashby,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Newcastle
408,408,Darlow,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Newcastle
410,410,Fraser,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Newcastle
411,411,Gillespie,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Newcastle
413,413,Hayden,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Newcastle
414,414,Hendrick,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Newcastle
418,418,Kuol,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Newcastle
420,420,J.Lewis,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Newcastle
422,422,Manquillo,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Newcastle
424,424,Pope,G,5.3,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Newcastle
425,425,Ritchie,M,4.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Newcastle
426,426,Saint-Maximin,M,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Newcastle
431,431,Watts,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Newcastle
580,580,Karius,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Newcastle
738,738,Diallo,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Newcastle
739,739,Parkinson,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Newcastle
745,745,Ndiweni,F,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Newcastle
794,794,White,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Newcastle
795,795,Hernes,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Newcastle
28,28,Turner,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
434,434,B.Aguilera,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
435,435,Arter,M,4.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
436,436,Aurier,D,4.5,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
438,438,Biancone,D,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
440,440,Bowler,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
441,441,Cook,D,4.5,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
443,443,Dennis,F,4.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
444,444,Dräger,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
446,446,Freuler,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
448,448,Hennessey,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
449,449,Horvath,G,4.3,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
452,452,Laryea,D,4.5,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
454,454,Mbe Soh,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
455,455,McKenna,D,4.4,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
456,456,Mighten,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
458,458,O'Brien,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
459,459,Ojeda,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
460,460,Panzo,D,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
461,461,O.Richards,D,4.4,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
462,462,G.Scarpa,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
463,463,J.Shelvey,M,4.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
464,464,Surridge,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
469,469,Worrall,D,4.3,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
636,636,G.Shelvey,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
637,637,Powell,D,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
710,710,Odysseas,G,4.5,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Nott'm Forest
779,779,McDonnell,M,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
780,780,Osong,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
781,781,Gardner,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
801,801,Reyna,M,4.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
809,809,Ribeiro,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Nott'm Forest
472,472,Amissah,G,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Sheffield Utd
474,474,Basham,D,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Sheffield Utd
478,478,Coulibaly,M,4.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Sheffield Utd
479,479,A.Davies,G,4.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Sheffield Utd
481,481,Fleck,M,4.9,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Sheffield Utd
482,482,Foderingham,G,4.5,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Sheffield Utd
483,483,Jebbison,F,4.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Sheffield Utd
484,484,Lowe,D,4.3,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Sheffield Utd
486,486,Ndiaye,F,5.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Sheffield Utd
487,487,Norrington-Davies,D,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Sheffield Utd
576,576,Robinson,D,4.3,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Sheffield Utd
653,653,Seriki,D,3.9,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,Sheffield Utd
654,654,Marsh,F,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,Sheffield Utd
